Dos. nr.;DossierStatus;Boekingsdatum;Vertrekdatum;Volledige naam klant;Bestemming;ArticlePoNummer;Artikelcode;Omschrijving;Artikelprijs;Totaal dossier
1091;Ok;23.07.2013 00:00:00;05.09.2013 00:00:00;4c32e8633c5c1a68;Trektochten te paard in de Noord Eifel Duitsland;;c181ab124ae29298;Vierdaags Panorama Trektochtweekend;510,00;510,00
1092;Ok;23.07.2013 00:00:00;15.09.2013 00:00:00;f2e2dd5f52c174a0;Trektochten te paard met of zonder gids in Zuid Frankrijk;;1d56c237d08d795e;Individuele trektocht Armagnac;2.070,00;2.166,15
1094;Ok;25.07.2013 00:00:00;07.09.2013 00:00:00;69223cae034f4217;Galoppo: Sardinië te paard op jouw maat!;;81afa568f33ef717;Week Galoppo Halfpension;690,00;850,00
1099;Ok;29.07.2013 00:00:00;23.08.2013 00:00:00;1ad28463c5311440;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;0c1bd97891509f6f;Paardrijweekend B - 7 uur;350,00;503,50
1100;Ok;28.07.2013 00:00:00;19.10.2013 00:00:00;ff1dcaea57e5c223;Western paardrijden in de Algarve;;50db66c18a7cd74a;Gevorderdenweek Westernranch Algarve;660,00;1.350,00
810;Ok;26.02.2013 00:00:00;01.09.2013 00:00:00;e7f47295e3ef362d;The Connemara and Coast Trails in Galway;;dbdd61fea836981e;Connemara / Coast Trail B and B volpension;1.385,00;1.769,58
1102;Ok;31.07.2013 00:00:00;09.08.2013 00:00:00;43f3f2ac8f1d26ab;Buitenritten en trektochten in Salland;;a6b9e4c180631a98;Standplaatsweekend Salland;250,00;250,00
1105;Ok;03.08.2013 00:00:00;16.08.2013 00:00:00;4938fdd1f0fed6ee;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;315,00
1107;Ok;04.08.2013 00:00:00;08.08.2013 00:00:00;d97034cb0b9638a0;Trektochten te paard in de Noord Eifel;;d89b05a6a002765d;Noord Eifel Trektocht;575,00;575,00
1115;Ok;07.08.2013 00:00:00;28.09.2013 00:00:00;caa3951a9e14ecc4;Trektocht De Zingende Rotsen in de Centraal Balkan in Bulgarije;;94634d3f405cab0c;Trektocht Zingende Rotsen Centraal Balkan;895,00;895,00
1117;Ok;07.08.2013 00:00:00;16.08.2013 00:00:00;46022b7c2ab5a76a;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;0c1bd97891509f6f;Paardrijweekend  - 5 uur aangepast;300,00;300,00
1122;Ok;13.08.2013 00:00:00;06.04.2014 00:00:00;d5f89f4b826d7679;Klassieke dressuur en vakantie op een Hacienda in Andalusië;;cc762b746b258243;KLassie dressuur en hoge school dressurweek;2.015,00;2.855,85
1121;Ok;12.08.2013 00:00:00;08.09.2013 00:00:00;363034eee4165014;De Middellandse Zee, spahotels en wijn proeven in Catalonië;;e427e2ee57ecbfee;Trektocht Spahotels en wijn proeven;1.405,00;1.603,25
902;Ok;03.04.2013 00:00:00;26.07.2013 00:00:00;858f54d9f616ddeb;Westernranch in de Ardennen;;ec5bf082c4d8bae6;Weekend Western Ranch in Cabin Bunkhouse;540,00;540,00
961;Ok;05.05.2013 00:00:00;17.10.2013 00:00:00;a39a195de848557b;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;930,00;930,00
863;Ok;23.03.2013 00:00:00;23.08.2013 00:00:00;b7dc235a78f8609c;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;620,00;0,00
1127;Ok;19.08.2013 00:00:00;20.09.2013 00:00:00;f19e720c227f8275;Westernranch in de Ardennen;;ec5bf082c4d8bae6;Weekend Western Ranch in Cabin Bunkhouse;540,00;540,00
1128;Ok;22.08.2013 00:00:00;13.09.2013 00:00:00;11018f918c05d2ed;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;315,00
1129;Ok;23.08.2013 00:00:00;13.09.2013 00:00:00;0010811d975ca2a8;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;315,00
1130;Ok;23.08.2013 00:00:00;25.10.2013 00:00:00;01601556df675e28;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;310,00;340,00
1133;Ok;27.08.2013 00:00:00;31.08.2013 00:00:00;472a65197a07d7a0;Klassieke dressuur van topkwaliteit en stedenschoon;;e8223b528d6f9eba;KLassieke Dressuurlessen Portugal Programma A;1.280,00;1.667,69
1134;Ok;29.08.2013 00:00:00;01.09.2013 00:00:00;6655d3524d1dac11;Het geheim van Lissabon;;3937af6ebafa1ba1;Dressuurrarrangement a la carte;1.225,00;1.225,00
1136;Ok;31.08.2013 00:00:00;13.09.2013 00:00:00;37d1c5c5c99b20d2;Trektochten te paard in de Noord Eifel;;be8fbe09c6ee3d94;Driedaags Panorama  trektochtweekend ;407,00;428,32
1137;Ok;03.09.2013 00:00:00;13.09.2013 00:00:00;89432f0637b868b4;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;315,00
1141;Ok;31.08.2013 00:00:00;28.09.2013 00:00:00;7fe726f5fbd9c45d;Paardrijden op het strand in Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nacht L/O 6 uur rijden;242,00;242,00
1142;Ok;09.09.2013 00:00:00;07.10.2013 00:00:00;5d257e45a77a281e;Western rijden in de Ardennen;;01301a291e313fe6;Lange Midweek Western Ranch Ardennen;770,00;816,20
1143;Ok;13.09.2013 00:00:00;06.10.2013 00:00:00;e1d1b2548de787ea;Van de bergen naar de Middellandse zee trektocht;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;1.195,00;1.297,00
1144;Ok;14.09.2013 00:00:00;21.09.2013 00:00:00;2f7dbf0cf319bf93;Paardrijden op het strand in Zeeland;;401e5ae439716d64; 6 uur rijden - buitenritten;180,00;180,00
1146;Ok;17.09.2013 00:00:00;25.10.2013 00:00:00;4f595092e7c4b7a5;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;0c1bd97891509f6f;Paardrijweekend B - 7 uur;175,00;340,00
1147;Ok;17.09.2013 00:00:00;10.10.2013 00:00:00;d99f1854d759621c;Beginnersweek te paard in Beieren;;9fbe0c4514352c37;Beginnersweek Beieren;880,00;880,00
1148;Ok;18.09.2013 00:00:00;28.09.2013 00:00:00;835fd7769200d2b4;Avontuurlijke paardrijtrektochten in Zuid Frankrijk;;e586aaf726c99dea;Trektocht Hautes Chaumes;960,00;960,00
1151;Ok;03.10.2013 00:00:00;03.11.2013 00:00:00;59005cbbfb6b435a;Van de bergen naar de Middellandse zee trektocht;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;2.060,00;2.492,10
1152;Ok;06.10.2013 00:00:00;03.11.2013 00:00:00;e1c3b954b36a9f5a;Van de bergen naar de Middellandse zee trektocht;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;2.060,00;2.250,00
1153;Ok;08.10.2013 00:00:00;25.10.2013 00:00:00;b1e8d2c67389cc01;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;620,00;620,00
1106;Ok;03.08.2013 00:00:00;17.10.2013 00:00:00;b49003658154be4a;Trektochten te paard in de Noord Eifel;;d89b05a6a002765d;Noord Eifel Trektocht;575,00;0,00
1157;Ok;15.10.2013 00:00:00;16.08.2014 00:00:00;21b3ce07305636e8;Met de Huifkar over de Poesta;;6ee4b7688d9819cb;week Huifkar over de Poesta, Logies;725,00;760,63
1165;Ok;04.11.2013 00:00:00;29.03.2014 00:00:00;f1308ebc210954a7;Extremadura, op de grens van Spanje en Portugal;;047433750b991ec1;Semi-trektocht Extremadura;2.205,00;2.415,00
1176;Ok;01.12.2013 00:00:00;20.06.2014 00:00:00;2836dadc2dc74bea;Buitenritten en trektochten in Salland;;e10483c59f961445;Salland Trektochtweekend;590,00;590,00
1180;Ok;08.12.2013 00:00:00;24.05.2014 00:00:00;7449af31f8ae5fa5;Met de Huifkar over de Poesta;;6ee4b7688d9819cb;week Huifkar over de Poesta, Logies;675,00;708,38
1182;Ok;09.12.2013 00:00:00;16.05.2014 00:00:00;e8fb3422e67e7909;Buitenritten en trektochten in Salland;;a6b9e4c180631a98;Standplaatsweekend Salland;1.100,00;1.100,00
1193;Ok;29.12.2013 00:00:00;17.08.2014 00:00:00;226ff6b09380d72f;Avontuurlijke trektocht door een sprookjesachtig gebied;;1aa77cabe0c205db;Tententrektocht Cappadocië;870,00;870,00
1190;Ok;24.12.2013 00:00:00;11.04.2014 00:00:00;11018f918c05d2ed;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;285,00
1195;Ok;30.12.2013 00:00:00;11.04.2014 00:00:00;0010811d975ca2a8;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;285,00
1196;Ok;03.01.2014 00:00:00;11.04.2014 00:00:00;d612e805d365a8ad;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;285,00
1197;Ok;04.01.2014 00:00:00;11.04.2014 00:00:00;89432f0637b868b4;Pittige Ritten in de Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;315,00;285,00
1200;Ok;08.01.2014 00:00:00;25.04.2014 00:00:00;56622a50d63818d0;Workshops met IJslanders in de Ardennen;;0b78829197420162;Workshop Paardrijden en Kunst;1.320,00;1.320,00
1201;Ok;10.01.2014 00:00:00;02.05.2014 00:00:00;0034cce51c04f21d;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;660,00;678,00
1202;Ok;11.01.2014 00:00:00;24.05.2014 00:00:00;fca8b9276f6e225b;Extremadura, op de grens van Spanje en Portugal;;047433750b991ec1;Semi-trektocht Extremadura;1.470,00;1.685,45
1208;Ok;15.01.2014 00:00:00;20.04.2014 00:00:00;3bd8cd2dd8c3182e;Transsylvanië - Trektocht eeuwen terug in de tijd;;577e99ffc5dc512c;Trektocht terug in de tijd Transsylvanië ;2.120,00;2.250,20
1194;Ok;01.01.2014 00:00:00;29.06.2014 00:00:00;958ecf0aaeec3c65;Trektocht Kastelen vd Gredos;;17630d7c569e59d1;Trektocht Kastelen van de Gredos;2.300,00;2.300,00
1216;Ok;15.01.2014 00:00:00;13.07.2014 00:00:00;521e2cf543cf9f12;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;1.600,00;1.600,00
1217;Ok;16.01.2014 00:00:00;20.07.2014 00:00:00;5e3fa35864ad505f;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;320,00;320,00
1223;Ok;18.01.2014 00:00:00;16.03.2014 00:00:00;def09d0eafb7fb10;Catalonië: te paard langs twee stranden;;9cd73e222262abd2;Trektocht langs 2 Stranden Catalonië;2.140,00;2.427,40
1231;Ok;22.01.2014 00:00:00;07.09.2014 00:00:00;86b5653d774dc6e3;Paardrijden op het strand in Zeeland;;5fbf412eef94db5d;Midweek paardrijden Zeeland;945,00;983,00
1238;Ok;29.01.2014 00:00:00;22.06.2014 00:00:00;2dd4a1236ccf1784;Avontuurlijke trektocht door een sprookjesachtig gebied;;1aa77cabe0c205db;Tententrektocht Cappadocië;2.610,00;3.520,00
1239;Ok;29.01.2014 00:00:00;17.08.2014 00:00:00;521e2cf543cf9f12;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;640,00;640,00
1244;Ok;02.02.2014 00:00:00;20.06.2014 00:00:00;ccef2d90f06ba3f6;Pittige Ritten in de Ardennen, Belgie;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;630,00;665,00
1245;Ok;02.02.2014 00:00:00;14.09.2014 00:00:00;de27f277014001d3;Trektochten te paard met of zonder gids in Zuid Frankrijk;;1d56c237d08d795e;Individuele trektocht Armagnac;2.110,00;2.097,70
1247;Ok;02.02.2014 00:00:00;18.04.2014 00:00:00;6970ca181c9342ff;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;330,00;330,00
1253;Ok;02.02.2014 00:00:00;27.07.2014 00:00:00;bf95c53e7a53aa35;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;320,00;380,00
1254;Ok;04.02.2014 00:00:00;17.08.2014 00:00:00;2b8aab019596b51c;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;640,00;681,40
1257;Ok;03.02.2014 00:00:00;10.08.2014 00:00:00;5858227d32e8c156;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;640,00;671,80
1267;Ok;06.02.2014 00:00:00;17.08.2014 00:00:00;eae1aa823c66aea5;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;320,00;337,40
1268;Ok;06.02.2014 00:00:00;17.08.2014 00:00:00;b2a1bbc4e73f987e;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;320,00;400,10
1279;Ok;18.02.2014 00:00:00;06.06.2014 00:00:00;6a42cd28ebbb889c;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;660,00;702,60
1280;Ok;17.02.2014 00:00:00;17.08.2014 00:00:00;d65b33887f3115e0;Ponykamp Brabant - Loonse en Drunense Duinen;;56679947c587643e;Jeugdkamp Brabant Loonse en Drunense Duinen;275,00;275,00
1281;Ok;17.02.2014 00:00:00;17.08.2014 00:00:00;08c547b19ef2160a;Ponykamp Brabant - Loonse en Drunense Duinen;;56679947c587643e;Jeugdkamp Brabant Loonse en Drunense Duinen;275,00;275,00
1287;Ok;21.02.2014 00:00:00;06.04.2014 00:00:00;ec1b5a00306aefa8;Paardrijden en Frans leren;;9c4830761a64a008;Taalkamp Frans met paardrijden;465,00;483,00
1294;Ok;27.02.2014 00:00:00;03.04.2014 00:00:00;b52e9c41ff19c759;Paardrijden op het strand in Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nacht L/O 6 uur rijden;126,00;126,00
1298;Ok;03.03.2014 00:00:00;25.05.2014 00:00:00;ac98ef37930ac1ae;Trektocht Kastelen vd Gredos, Spanje;;17630d7c569e59d1;Trektocht Kastelen van de Gredos;1.150,00;1.150,00
1299;Ok;03.03.2014 00:00:00;25.05.2014 00:00:00;62910d7348715bb1;Trektocht Kastelen vd Gredos, Spanje;;17630d7c569e59d1;Trektocht Kastelen van de Gredos;1.150,00;1.150,00
1292;Ok;22.02.2014 00:00:00;06.06.2014 00:00:00;734bab2fe3968255;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;330,00;551,63
1300;Ok;28.02.2014 00:00:00;12.04.2014 00:00:00;0df99d4cad749dea;De Balkan trail Centraal Balkan Bulgarije;;def3d0afc5a44821;Balkan Trail Centraal Balkan;940,00;940,00
1306;Ok;06.03.2014 00:00:00;29.06.2014 00:00:00;16e36a0593b3af2a;Klassieke dressuur en vakantie op een Hacienda in Andalusië;;bc61375e953d9a14;Dressuurweek Lessen en buitenritten;4.110,00;4.359,60
1307;Ok;07.03.2014 00:00:00;16.08.2014 00:00:00;00b96be74a55d12c;Vogezen, dichterbij dan je denkt!;;390ec3e47e36090e;Lang Weekend Vogezen Dagtochten;758,00;806,48
1308;Ok;06.03.2014 00:00:00;29.06.2014 00:00:00;16e36a0593b3af2a;Klassieke dressuur en vakantie op een Hacienda in Andalusië;;bc61375e953d9a14;Dressuurweek Lessen en buitenritten;4.110,00;0,00
1308;Ok;06.03.2014 00:00:00;29.06.2014 00:00:00;16e36a0593b3af2a;Klassieke dressuur en vakantie op een Hacienda in Andalusië;;;Combinatieverzekering (Ja);249,60;0,00
1309;Ok;05.03.2014 00:00:00;28.03.2014 00:00:00;ab64398166248980;Paardrijweekend op IJslanders in Drenthe;;;Prijs per persoon (1 x Vakantiehuis);1.650,00;0,00
1310;Ok;05.03.2014 00:00:00;19.07.2014 00:00:00;608cbadad371863a;Met de Huifkar over de Poesta, Hongarije;;6ee4b7688d9819cb;week Huifkar over de Poesta, Logies;725,00;725,00
1311;Ok;12.03.2014 00:00:00;02.08.2014 00:00:00;8d1bb8e5cbb46293;Met de Huifkar over de Poesta, Hongarije;;6ee4b7688d9819cb;week Huifkar over de Poesta, Logies;725,00;725,00
1312;Ok;11.03.2014 00:00:00;20.04.2014 00:00:00;cef08231b77b4987;Trektocht te paard langs de Koningssteden in Marokko;;a4761ef28987a93f;Koningstocht;960,00;1.060,00
1313;Ok;10.03.2014 00:00:00;21.06.2014 00:00:00;0c168aa623667e93;Paardrijden op het strand in Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nacht L/O 6 uur rijden;252,00;252,00
1326;Ok;09.03.2014 00:00:00;20.09.2014 00:00:00;c89ce717b77a20ed;Trektocht door magisch Istrië;;8e0988b7f000a4a5;Istrie Trektocht;1.700,00;1.700,00
1332;Ok;29.03.2014 00:00:00;25.07.2014 00:00:00;6591c3d287130226;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;dcfe23e99ef09736;Paardrijweekend A - 9 uur rijden, tweepersoonskamer;478,00;502,51
1337;Ok;16.03.2014 00:00:00;20.06.2014 00:00:00;bb727ab3fab82658;Trektocht met eigen paard langs Belgisch-Duitse grens;;;Trektocht met eigen paard;195,00;195,00
1343;Ok;09.04.2014 00:00:00;18.04.2014 00:00:00;5703e5f308f92824;Paardrijden op het strand in Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nacht L/O 6 uur rijden;252,00;252,00
1344;Ok;07.04.2014 00:00:00;27.06.2014 00:00:00;80d292f4cf681f86;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;660,00;660,00
1354;Ok;11.04.2014 00:00:00;17.07.2014 00:00:00;60b6fa4e72f79c8a;Trektochten te paard in de Noord Eifel;;c181ab124ae29298;Vierdaags Panorama Trektochtweekend;1.020,00;1.020,00
1355;Ok;13.04.2014 00:00:00;06.07.2014 00:00:00;ab5c88d22453b97d;Paardrijden en Frans leren;;9c4830761a64a008;Taalkamp Frans met paardrijden;465,00;495,90
1361;Ok;15.04.2014 00:00:00;17.07.2014 00:00:00;f5f831af204190e1;Cowboy in Saskatchewan canada;;830dc5e08cfdc687;Ranchweek Saskatchewan 10 dagen, 9 nachten;1.153,00;1.503,00
1362;Ok;17.04.2014 00:00:00;09.05.2014 00:00:00;ffb6442bc9756d25;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;0c1bd97891509f6f;Paardrijweekend B - 7 uur;372,00;372,00
1363;Ok;22.04.2014 00:00:00;19.07.2014 00:00:00;67bb5b46da710f5d;Avontuurlijke paardrijtrektochten in Zuid Frankrijk;;6e4cafe4f4e7d374;Trektocht naar de bronnen vd Loire - Auvergne;1.960,00;1.960,00
1366;Ok;21.04.2014 00:00:00;06.06.2014 00:00:00;369b46b314a62894;Trektochten te paard in de Noord Eifel;;c181ab124ae29298;Vierdaags Panorama Trektochtweekend;1.020,00;1.020,00
1369;Ok;17.04.2014 00:00:00;31.08.2013 00:00:00;30a83319a6abc0e7;Standplaatsvakantie op Kreta;;6933825271acdebf;Week Sun and Riding Kreta;1.118,00;1.118,00
1371;Ok;20.04.2014 00:00:00;06.07.2014 00:00:00;c95609c833c15e5a;Paardrijden en Frans leren;;9c4830761a64a008;Taalkamp Frans met paardrijden;465,00;465,00
1373;Ok;17.04.2014 00:00:00;20.07.2014 00:00:00;3cd8590054577442;Trektochten te paard met of zonder gids in Zuid Frankrijk;;1d56c237d08d795e;Individuele trektocht Armagnac;2.110,00;2.110,00
1368;Ok;20.04.2014 00:00:00;06.07.2014 00:00:00;c95609c833c15e5a;Paardrijden en Frans leren;;9c4830761a64a008;Taalkamp Frans met paardrijden;465,00;465,00
1367;Ok;21.04.2014 00:00:00;06.07.2014 00:00:00;bc14eab1a633a4d1;Paardrijden en Frans leren;;9c4830761a64a008;Taalkamp Frans met paardrijden;465,00;465,00
1382;Ok;24.04.2014 00:00:00;13.09.2014 00:00:00;2b94a78f97835f04;Extremadura, op de grens van Spanje en Portugal;;047433750b991ec1;Semi-trektocht Extremadura;1.470,00;2.223,70
1346;Ok;07.04.2014 00:00:00;06.06.2014 00:00:00;b89aad5cc2201413;Vierdaagse trektocht in natuurpark in Thüringen;;b6497130a1b4e4fd;4 daagse trektocht in Thuringen;1.220,00;1.320,00
1383;Ok;24.04.2014 00:00:00;04.08.2014 00:00:00;57aa2bf580ba416d;Rijden en mennen met Friese paarden in mooi Drenthe;;;Prijs per persoon (1 x Tweepersoonskamer);510,00;0,00
1384;Ok;26.04.2014 00:00:00;08.08.2014 00:00:00;c1fab55d3965973e;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;660,00;0,00
1385;Ok;29.04.2014 00:00:00;29.07.2014 00:00:00;ee4a5954b0ba4774;Vogezen, dichterbij dan je denkt!;;a69fa07def242135;Midwweek Vogezen dagtochten;369,00;369,00
1386;Ok;29.04.2014 00:00:00;20.06.2014 00:00:00;4a6ee7279635a9c3;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;660,00;660,00
1387;Ok;29.04.2014 00:00:00;14.08.2014 00:00:00;c15a506f85b8c09a;Trektochten te paard in de Noord Eifel;;c181ab124ae29298;Vierdaags Panorama Trektochtweekend;510,00;535,95
1388;Ok;29.04.2014 00:00:00;14.08.2014 00:00:00;1fa7da58fe14d8c4;Pittige Ritten in de Ardennen;;9bb55c5aa3ba895e;Lang Weekend Pittige ritten Ruiter;470,00;556,85
1389;Ok;26.04.2014 00:00:00;06.07.2014 00:00:00;bafca10a3ca9ed38;Trektocht in de Hoge Pyreneeën: herders en weilanden;;f63653de851d47d3;Toeslag Hoogseizoen;100,00;1.618,50
1390;Ok;30.04.2014 00:00:00;14.08.2014 00:00:00;e295ebfab81f50e0;Vierdaagse trektocht in natuurpark in Thüringen;;b6497130a1b4e4fd;4 daagse trektocht in Thuringen;1.220,00;1.420,00
1391;Ok;30.04.2014 00:00:00;03.08.2014 00:00:00;cd3db875f19659e9;Ponykamp Brabant - Loonse en Drunense Duinen;;56679947c587643e;Jeugdkamp Brabant Loonse en Drunense Duinen;275,00;275,00
1393;Ok;02.05.2014 00:00:00;05.05.2014 00:00:00;4f4530923077e170;Paardrijden op het strand in Zeeland;;5fbf412eef94db5d;Midweek paardrijden Zeeland 11 uur rijden;289,00;289,00
1396;Ok;01.05.2014 00:00:00;01.08.2014 00:00:00;39eb3c690f8a4ee2;Paardrijden in het Brabantse Land;;aae72f7aa6dca586;Paardijweekend Brabant;440,00;462,80
1397;Ok;01.05.2014 00:00:00;19.09.2014 00:00:00;d3e9549850e80a97;Paardrijden in het Brabantse Land;;aae72f7aa6dca586;Paardijweekend Brabant;440,00;440,00
1398;Ok;02.05.2014 00:00:00;06.09.2014 00:00:00;6611cf6458e60490;MOLISE TREKTOCHT;;82a2e325c02a779a;Molise trektocht;1.990,00;1.990,00
1399;Ok;03.05.2014 00:00:00;26.07.2014 00:00:00;76cd104fb300c0e9;Dalmatie trektocht;;40496391480a96bf;Dalmatie Trektocht;1.790,00;1.873,55
1370;Ok;23.04.2014 00:00:00;30.05.2014 00:00:00;7bc30c4d9e4e48c6;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;0c1bd97891509f6f;Paardrijweekend B - 7 uur eenpersoonskamer;222,00;212,00
1173;Ok;26.11.2013 00:00:00;16.08.2014 00:00:00;50f5bb4df789634b;Transsylvanië Trektocht in Roemenië;;a872e66b9477ef61;Transylvanie Trektocht;1.460,00;1.653,00
1174;Ok;27.11.2013 00:00:00;16.08.2014 00:00:00;a5cb6a1772d33f02;Transsylvanië Trektocht in Roemenië;;a872e66b9477ef61;Transylvanie Trektocht;1.460,00;1.653,00
1183;Ok;10.12.2013 00:00:00;16.08.2014 00:00:00;8baa4a15121c593f;Transsylvanië Trektocht in Roemenië;;a872e66b9477ef61;Transylvanie Trektocht;1.460,00;1.653,00
1407;Ok;06.05.2014 00:00:00;25.07.2014 00:00:00;628611b1dc3b8c97;Paardrijden met IJslanders in de Ardennen;;2c3990e373fce35f;Paardrijweekend IJslanders Ardennen;660,00;785,00
1408;Ok;05.05.2014 00:00:00;13.07.2014 00:00:00;97b8513dd1474728;Jeugdkamp Brabant - Op de Grens;;61ec9e975994d79f;Jeugdkamp Brabant, Op de grens;320,00;320,00
1409;Ok;01.05.2014 00:00:00;29.05.2014 00:00:00;c6b2bd485fb7e776;Vogezen, dichterbij dan je denkt!;;390ec3e47e36090e;Lang Weekend Vogezen Dagtochten;379,00;404,74
1411;Ok;09.05.2014 00:00:00;06.06.2014 00:00:00;fc25a20c1cdcf724;Buitenritten in de Ongerepte Natuur van de Loonse en Drunense Duinen;;0c1bd97891509f6f;Paardrijweekend B - 7 uur;558,00;558,00
1410;Ok;08.05.2014 00:00:00;02.08.2014 00:00:00;6f90e341b2f714be;Vogezen, dichterbij dan je denkt!;;390ec3e47e36090e;Lang Weekend Vogezen Halve Dagtochten;1.236,00;1.236,00
1414;Ok;08.05.2014 00:00:00;22.08.2014 00:00:00;ddeb824b080726a0;Paardrijden in het Brabantse Land;;aae72f7aa6dca586;Combiweekend mennen en paardrijden;440,00;440,00
1417;Ok;10.05.2014 00:00:00;05.08.2014 00:00:00;08dcee62fe05a513;Nederlands Frans ruiterhotel in de Dordogne;;0ae6d9e358376a70;Zomerweek halve dagtochten;785,00;1.298,00
1418;Ok;10.05.2014 00:00:00;26.07.2014 00:00:00;eedc18f16426ad56;De Balkan trail Bulgarije;;def3d0afc5a44821;Balkan Trail Centraal Balkan;940,00;999,40
1421;Ok;13.05.2014 00:00:00;21.06.2014 00:00:00;22fe558657f3050a;Paardrijden op het strand in Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nacht L/O 6 uur rijden;252,00;252,00
1423;Ok;11.05.2014 00:00:00;21.07.2014 00:00:00;e4d2f0cdfabf84df;Beginnersweek te paard in Beieren;;9fbe0c4514352c37;Beginnersweek Beieren;920,00;920,00
1424;Ok;11.05.2014 00:00:00;06.07.2014 00:00:00;9db6f2e950f4dfc1;Paardrijden en Frans leren;;9c4830761a64a008;Taalkamp Frans met paardrijden;465,00;465,00
